"predict","p0","p1"
"0",0.9999404833879524,5.951661204762188E-5
"1",0.032063292511432806,0.9679367074885672
"1",0.002331305989070165,0.9976686940109298
"0",0.46783561695058085,0.5321643830494192
"0",0.9911008134986363,0.008899186501363638
"0",0.9673492296068895,0.0326507703931105
"0",0.9902517924906457,0.009748207509354298
"0",0.9985480440775525,0.001451955922447514
"0",0.9982241876509614,0.001775812349038616
"0",0.9973891075651339,0.0026108924348661714
"0",0.9983825389349638,0.001617461065036253
"0",0.9981643766303642,0.0018356233696358159
"0",0.9991259878804827,8.740121195172675E-4
"0",0.9992900620150579,7.099379849421372E-4
"0",0.9992637086738442,7.362913261557745E-4
"0",0.9988583568287904,0.0011416431712095827
"0",0.9988035495513354,0.0011964504486645573
"0",0.9994868070140024,5.131929859976545E-4
"0",0.9995802975729312,4.197024270688076E-4
"0",0.9999580371152431,4.196288475683654E-5
"0",0.9999516899474215,4.8310052578581845E-5
"0",0.9997871309884141,2.1286901158591688E-4
"0",0.9998793893498261,1.2061065017383412E-4
"0",0.9990425832070807,9.574167929192852E-4
"0",0.9997870552390583,2.1294476094173986E-4
"0",0.9998383743596306,1.616256403694055E-4
"0",0.9994045117940422,5.954882059577456E-4
"0",0.9948375682745265,0.005162431725473503
"0",0.9963428076544714,0.003657192345528663
"0",0.9993512931489597,6.487068510403225E-4
"0",0.9987015511036907,0.0012984488963092853
"0",0.9995153748294194,4.846251705806067E-4
"0",0.9993328048555373,6.671951444626945E-4
"0",0.997736939310787,0.0022630606892130277
"0",0.9995852594930001,4.1474050699982274E-4
"0",0.9999425692482543,5.743075174565408E-5
"0",0.9999468233569775,5.3176643022465014E-5
"0",0.9999468234473056,5.3176552694460166E-5
"0",0.9998859034094744,1.1409659052560755E-4
"0",0.9997946899944344,2.0531000556560621E-4
"0",0.999800643064769,1.9935693523102913E-4
"0",0.997252631993763,0.00274736800623703
"0",0.999920457866466,7.954213353403041E-5
"0",0.9996700712447443,3.299287552557565E-4
"0",0.9769872677362942,0.023012732263705763
"0",0.9728927653430777,0.02710723465692228
"1",0.2925674246291068,0.7074325753708932
"1",0.07482820566077175,0.9251717943392282
"1",0.04179668455111385,0.9582033154488862
"0",0.9503641998406428,0.0496358001593572
"0",0.9969064438469775,0.0030935561530225897
"0",0.9980826646113231,0.001917335388676856
"0",0.9953305243062752,0.004669475693724815
"0",0.9973956167169903,0.0026043832830097355
"0",0.9992392995653128,7.607004346872635E-4
"0",0.9928332545747159,0.007166745425284027
"0",0.9974920648059673,0.0025079351940327
"0",0.9991464843696808,8.535156303192274E-4
"0",0.9992916009567868,7.083990432132218E-4
"0",0.9987229062963958,0.0012770937036041896
"0",0.9988458010674962,0.0011541989325037428
"0",0.9992558978073827,7.441021926172941E-4
"0",0.9992468609495279,7.531390504721653E-4
"0",0.9993443267465031,6.556732534968876E-4
"0",0.9996372086101044,3.627913898955354E-4
"0",0.9997595117884291,2.404882115708645E-4
"0",0.9986456958942382,0.0013543041057618012
"0",0.9970136094643861,0.0029863905356139137
"0",0.9982357575741732,0.001764242425826868
"0",0.9981969249138698,0.0018030750861301706
"0",0.9976810588811195,0.0023189411188805483
"0",0.9950859319979816,0.004914068002018459
"0",0.995331771210711,0.004668228789288995
"0",0.9996065993578643,3.9340064213572027E-4
"0",0.9996884811175683,3.115188824317435E-4
"0",0.9996878542088621,3.121457911379682E-4
"0",0.9996572447921921,3.4275520780792926E-4
"0",0.9999083933054901,9.16066945098676E-5
"0",0.9999515066500874,4.849334991267541E-5
"0",0.9999516695255334,4.8330474466643186E-5
"0",0.9999517009726893,4.8299027310776185E-5
"0",0.9999516312634752,4.836873652483367E-5
"0",0.9999087990416718,9.120095832811797E-5
"0",0.9999086286971398,9.13713028601612E-5
"0",0.9999516588258693,4.834117413061015E-5
"0",0.9998962787228491,1.0372127715087723E-4
"0",0.9999471645158224,5.2835484177600504E-5
"0",0.9999525021768473,4.749782315266979E-5
"0",0.999931018384348,6.898161565210446E-5
"0",0.9996798649307224,3.201350692776422E-4
"0",0.9986290270237917,0.0013709729762082022
"0",0.9987087680670752,0.0012912319329247584
"0",0.9982651370282275,0.00173486297177246
"0",0.9942164114022805,0.005783588597719514
"0",0.9875477651121557,0.012452234887844306
"1",0.008366853860652501,0.9916331461393475
"1",7.682917867840588E-4,0.9992317082132159
"0",0.9612933438302383,0.03870665616976167
"0",0.9830403069148296,0.0169596930851704
"0",0.995628395888524,0.004371604111475918
"0",0.9939997884014546,0.0060002115985453896
"0",0.9973018941401626,0.002698105859837472
"0",0.9963563605688494,0.003643639431150661
"0",0.9986784967284987,0.0013215032715012695
"0",0.9996911117079252,3.088882920747247E-4
"0",0.9989537637170933,0.0010462362829066875
"0",0.9957678753908206,0.0042321246091794615
"0",0.9990874377771325,9.125622228674589E-4
"0",0.9972694801078409,0.0027305198921590795
"0",0.9987183665720049,0.0012816334279951943
"0",0.9990571005419528,9.428994580471587E-4
"0",0.9992029092753649,7.970907246350887E-4
"0",0.9991495555039908,8.504444960092131E-4
"0",0.9991495555039908,8.504444960092131E-4
"0",0.9991495555039908,8.504444960092131E-4
"0",0.9991495555039908,8.504444960092131E-4
"0",0.9992740026767336,7.259973232663695E-4
