fecha_hora,predict,p0,p1
6381,0,0.997856562,0.002143438
6404,0,0.997856562,0.002143438
6426,0,0.997856562,0.002143438
6448,0,0.997856562,0.002143438
6468,0,0.99807139,0.00192861
6489,0,0.99807139,0.00192861
6592,0,0.99807139,0.00192861
6613,0,0.99807139,0.00192861
6635,0,0.99807139,0.00192861
6656,0,0.99807139,0.00192861
6677,0,0.99807139,0.00192861
6701,0,0.99807139,0.00192861
6722,0,0.99807139,0.00192861
6743,0,0.99807139,0.00192861
6764,0,0.99807139,0.00192861
6786,0,0.99807139,0.00192861
6808,0,0.99807139,0.00192861
6829,0,0.99807139,0.00192861
6850,0,0.99807139,0.00192861
6872,0,0.99807139,0.00192861
6893,0,0.99807139,0.00192861
6916,0,0.99807139,0.00192861
6938,0,0.998781806,0.001218194
6959,0,0.998551445,0.001448555
6980,0,0.998551445,0.001448555
7003,0,0.998551445,0.001448555
7027,0,0.998551445,0.001448555
7047,0,0.998551445,0.001448555
7067,0,0.998551445,0.001448555
7087,0,0.998781806,0.001218194
7109,0,0.998781806,0.001218194
7130,0,0.998781806,0.001218194
7152,0,0.998781806,0.001218194
7173,0,0.998781806,0.001218194
7194,0,0.99807139,0.00192861
7216,0,0.99807139,0.00192861
7241,0,0.99807139,0.00192861
7262,0,0.99807139,0.00192861
7283,0,0.99807139,0.00192861
7305,0,0.99807139,0.00192861
7329,0,0.99807139,0.00192861
7351,0,0.99807139,0.00192861
7372,0,0.998781806,0.001218194
7393,0,0.998781806,0.001218194
7415,0,0.998551445,0.001448555
7438,0,0.998551445,0.001448555
7459,0,0.998347098,0.001652902
7481,0,0.998347098,0.001652902
7502,0,0.998347098,0.001652902
7525,0,0.998347098,0.001652902
7548,0,0.998347098,0.001652902
7569,0,0.99860991,0.00139009
7590,0,0.99860991,0.00139009
7742,0,0.99860991,0.00139009
7765,0,0.99860991,0.00139009
7786,0,0.99860991,0.00139009
7809,0,0.99860991,0.00139009
7832,0,0.99860991,0.00139009
7855,0,0.99860991,0.00139009
7876,0,0.998347098,0.001652902
7897,0,0.998347098,0.001652902
7922,0,0.998347098,0.001652902
7943,0,0.998347098,0.001652902
7963,0,0.998347098,0.001652902
7985,0,0.998347098,0.001652902
8006,0,0.998347098,0.001652902
8032,0,0.998347098,0.001652902
8053,0,0.998347098,0.001652902
8075,0,0.998347098,0.001652902
8096,0,0.998347098,0.001652902
8118,0,0.998347098,0.001652902
8141,0,0.998347098,0.001652902
8162,0,0.998347098,0.001652902
8183,0,0.998347098,0.001652902
8205,0,0.998347098,0.001652902
8226,0,0.998347098,0.001652902
8247,0,0.998347098,0.001652902
8269,0,0.998347098,0.001652902
8290,0,0.998347098,0.001652902
8311,0,0.998347098,0.001652902
8336,0,0.998347098,0.001652902
8359,0,0.998347098,0.001652902
8383,0,0.998347098,0.001652902
8404,0,0.998347098,0.001652902
8426,0,0.998347098,0.001652902
8447,0,0.998347098,0.001652902
8469,0,0.998347098,0.001652902
8493,0,0.998347098,0.001652902
8515,0,0.998347098,0.001652902
8538,0,0.998347098,0.001652902
8563,0,0.998347098,0.001652902
8585,0,0.998347098,0.001652902
8606,0,0.998347098,0.001652902
8627,0,0.998347098,0.001652902
8649,0,0.998827392,0.001172608
8674,0,0.999014069,0.000985931
8697,0,0.999149472,0.000850528
8720,0,0.999149472,0.000850528
8742,0,0.999167508,0.000832492
8880,0,0.999167508,0.000832492
8901,0,0.999167508,0.000832492
8922,0,0.999167508,0.000832492
8947,0,0.997874617,0.002125383
8970,0,0.997575021,0.002424979
8993,0,0.997648059,0.002351941
9016,0,0.99780146,0.00219854
9038,0,0.995641405,0.004358595
9061,0,0.998462285,0.001537715
9084,0,0.997542575,0.002457425
9106,0,0.997542575,0.002457425
9129,0,0.997712249,0.002287751
9152,0,0.996593438,0.003406562
9173,0,0.996593438,0.003406562
9195,0,0.996931577,0.003068423
9217,0,0.996931577,0.003068423
9241,0,0.997803843,0.002196157
9263,0,0.997803843,0.002196157
9285,0,0.995428523,0.004571477
9306,0,0.998259427,0.001740573
9328,0,0.998169278,0.001830722
9351,0,0.998389341,0.001610659
9374,0,0.998519467,0.001480533
9397,0,0.998852756,0.001147244
9419,0,0.998691755,0.001308245
9442,0,0.998738053,0.001261947
9465,0,0.998559736,0.001440264
9488,0,0.997170033,0.002829967
9511,0,0.997170033,0.002829967
9533,0,0.997170033,0.002829967
9556,0,0.997170033,0.002829967
9579,0,0.997002301,0.002997699
9602,0,0.996798054,0.003201946
9625,0,0.983760419,0.016239581
9647,0,0.992569488,0.007430512
9672,0,0.991539866,0.008460134
9695,0,0.991122141,0.008877859
9717,0,0.982097529,0.017902471
9738,0,0.972014837,0.027985163
9759,0,0.988231255,0.011768745
9784,0,0.992610798,0.007389202
9805,0,0.996063989,0.003936011
9825,0,0.998804925,0.001195075
9847,0,0.998407353,0.001592647
9869,0,0.980342772,0.019657228
9965,0,0.98298889,0.01701111
9990,0,0.950528457,0.049471543
10013,1,0.095269161,0.904730839
10034,1,0.081368323,0.918631677
10056,1,0.04339254,0.95660746
10078,1,0.010383035,0.989616965
10099,1,0.01533955,0.98466045
10121,1,0.000320728,0.999679272
10142,1,0.011114026,0.988885974
10167,1,0.010291572,0.989708428
10188,1,0.044264635,0.955735365
10210,1,0.040318023,0.959681977
10232,1,0.007456515,0.992543485
10252,1,0.035491413,0.964508587
10273,1,0.124822299,0.875177701
10296,1,0.06121257,0.93878743
10318,1,0.341512946,0.658487054
10339,1,0.043581323,0.956418677
10360,1,0.05117845,0.94882155
10383,1,0.00444466,0.99555534
10407,1,0.024737422,0.975262578
10429,1,0.034327563,0.965672437
10450,1,0.024014865,0.975985135
10472,1,0.022480732,0.977519268
10493,1,0.095083598,0.904916402
10519,1,0.135379239,0.864620761
10543,0,0.974105941,0.025894059
10564,0,0.981763449,0.018236551
10586,0,0.981009907,0.018990093
10608,0,0.983106364,0.016893636
10629,0,0.976709025,0.023290975
10650,0,0.979720945,0.020279055
10671,0,0.995529234,0.004470766
10693,0,0.996748262,0.003251738
10714,0,0.997163167,0.002836833
10734,0,0.996301695,0.003698305
10758,0,0.992461389,0.007538611
10778,0,0.985806763,0.014193237
10800,0,0.985806763,0.014193237
10823,0,0.988165459,0.011834541
10845,0,0.990062246,0.009937754
10866,0,0.985616425,0.014383575
10887,0,0.993397105,0.006602895
10910,0,0.978454683,0.021545317
10932,0,0.859410924,0.140589076
10953,1,0.069338401,0.930661599
11224,1,0.017260652,0.982739348
11246,1,0.030259846,0.969740154
11267,1,0.003512908,0.996487092
11290,1,0.002597797,0.997402203
11312,1,0.001409904,0.998590096
11337,1,0.01260891,0.98739109
11360,1,0.002089427,0.997910573
11383,1,0.035093621,0.964906379
11405,1,0.01851375,0.98148625
11427,1,0.001565069,0.998434931
11449,1,0.001773591,0.998226409
11470,1,0.001051951,0.998948049
11491,1,0.001013368,0.998986632
11514,1,0.001576536,0.998423464
11536,1,0.003298551,0.996701449
11557,1,0.032090524,0.967909476
11580,1,0.027317048,0.972682952
11602,1,0.034004409,0.965995591
11626,1,0.024700338,0.975299662
11648,1,0.00246456,0.99753544
11669,1,0.002918267,0.997081733
11692,1,0.01192634,0.98807366
11717,1,0.046901856,0.953098144
11739,1,0.083515227,0.916484773
11761,1,0.357361226,0.642638774
11783,0,0.992062175,0.007937825
11804,0,0.98326161,0.01673839
11826,0,0.966245121,0.033754879
11848,0,0.978936186,0.021063814
11870,0,0.985172508,0.014827492
11891,0,0.993946119,0.006053881
11912,0,0.969269703,0.030730297
11933,0,0.972856471,0.027143529
11958,0,0.984812168,0.015187832
11980,0,0.97272504,0.02727496
12002,0,0.975295379,0.024704621
12023,0,0.979124444,0.020875556
12047,0,0.983957249,0.016042751
12068,0,0.977386949,0.022613051
12089,0,0.969911173,0.030088827
12111,0,0.909194773,0.090805227
12132,0,0.917948283,0.082051717
12154,0,0.880710165,0.119289835
12175,1,0.001436179,0.998563821
12197,1,0.001402846,0.998597154
12218,1,0.001068511,0.998931489
12373,1,0.000516151,0.999483849
12398,1,0.00154058,0.99845942
12420,1,0.00101862,0.99898138
12443,1,0.000382264,0.999617736
12466,1,0.005378922,0.994621078
12487,1,0.059919266,0.940080734
12508,1,0.071496466,0.928503534
12531,1,0.002515308,0.997484692
12554,1,0.000641916,0.999358084
12575,1,0.000432732,0.999567268
12596,1,0.002102834,0.997897166
12618,1,0.006921233,0.993078767
12640,1,0.003141786,0.996858214
12661,1,0.000689149,0.999310851
12682,1,0.000918484,0.999081516
12704,1,0.000695167,0.999304833
12728,1,0.004191295,0.995808705
12749,1,0.007784574,0.992215426
12772,1,0.01230879,0.98769121
12794,0,0.954796892,0.045203108
12816,0,0.957451277,0.042548723
12838,0,0.972582866,0.027417134
12859,0,0.924524412,0.075475588
12880,0,0.942850433,0.057149567
12902,0,0.858966638,0.141033362
12924,0,0.969469435,0.030530565
12947,0,0.992189147,0.007810853
12968,0,0.996369504,0.003630496
12991,0,0.971557334,0.028442666
13015,0,0.936436083,0.063563917
13038,0,0.820667601,0.179332399
13060,1,0.114321153,0.885678847
13084,1,0.142947821,0.857052179
13106,1,0.085020676,0.914979324
13129,1,0.121627624,0.878372376
13152,1,0.093169329,0.906830671
13176,1,0.153650016,0.846349984
13199,1,0.179143615,0.820856385
13222,1,0.121884591,0.878115409
13244,1,0.121884591,0.878115409
13269,1,0.122167963,0.877832037
13292,1,0.116110462,0.883889538
13314,1,0.043745645,0.956254355
13337,1,0.056630431,0.943369569
13359,1,0.027010766,0.972989234
13476,1,0.001584761,0.998415239
13497,1,0.003157998,0.996842002
13520,1,0.004820036,0.995179964
13543,1,0.001196999,0.998803001
13565,1,0.00118856,0.99881144
13587,1,0.000190504,0.999809496
13608,1,0.000714141,0.999285859
13628,1,0.08876935,0.91123065
13649,1,0.17550289,0.82449711
13671,1,0.00059802,0.99940198
13693,1,0.00117631,0.99882369
13715,1,0.00117631,0.99882369
13738,1,0.000959982,0.999040018
13764,1,0.001462858,0.998537142
13785,1,0.00398823,0.99601177
13807,1,0.003225584,0.996774416
13847,1,0.000521048,0.999478952
13868,1,0.000434871,0.999565129
13890,1,0.000515783,0.999484217
13912,1,0.000696074,0.999303926
13935,1,0.021808742,0.978191258
13966,1,0.008267613,0.991732387
13989,1,0.006636942,0.993363058
14011,1,0.010938924,0.989061076
14034,1,0.06089616,0.93910384
14057,1,0.015341197,0.984658803
14080,1,0.0047353,0.9952647
14101,1,0.070344785,0.929655215
14122,1,0.178478404,0.821521596
14143,1,0.209493609,0.790506391
14167,0,0.945487911,0.054512089
14188,0,0.989965099,0.010034901
14209,0,0.991599496,0.008400504
14230,0,0.973867437,0.026132563
14252,0,0.977719576,0.022280424
14275,0,0.978506799,0.021493201
14298,0,0.952840066,0.047159934
14318,0,0.980115401,0.019884599
14341,0,0.994657173,0.005342827
14363,0,0.997943183,0.002056817
14385,0,0.996463998,0.003536002
14406,0,0.99623611,0.00376389
14427,0,0.994079528,0.005920472
14451,0,0.967723891,0.032276109
14473,0,0.964502507,0.035497493
17069,0,0.951640348,0.048359652
17090,0,0.887857346,0.112142654
17114,0,0.947345353,0.052654647
17139,0,0.955255393,0.044744607
17161,0,0.973425154,0.026574846
17181,0,0.979624697,0.020375303
17201,0,0.987340312,0.012659688
17220,0,0.983655308,0.016344692
17242,0,0.988783218,0.011216782
17263,0,0.951605825,0.048394175
17285,0,0.984270952,0.015729048
17306,0,0.991129901,0.008870099
17327,0,0.98796726,0.01203274
17349,0,0.9476563,0.0523437
17371,0,0.934007757,0.065992243
17392,0,0.97246948,0.02753052
17414,0,0.979752368,0.020247632
17436,0,0.939215477,0.060784523
17458,0,0.968622914,0.031377086
17480,0,0.978846464,0.021153536
17501,0,0.990761523,0.009238477
17522,0,0.994259711,0.005740289
17544,0,0.990722921,0.009277079
17566,0,0.980261651,0.019738349
17588,0,0.995743945,0.004256055
17609,0,0.995470555,0.004529445
17630,0,0.995823264,0.004176736
17652,0,0.997088448,0.002911552
17675,0,0.997208936,0.002791064
17697,0,0.997081909,0.002918091
17718,0,0.998319375,0.001680625
17741,0,0.99752569,0.00247431
17764,0,0.994324841,0.005675159
17788,0,0.945533301,0.054466699
17811,0,0.855401045,0.144598955
17832,0,0.925770577,0.074229423
17856,1,0.189449001,0.810550999
17878,1,0.028746225,0.971253775
17898,1,0.001912279,0.998087721
17917,1,0.000544722,0.999455278
17938,1,0.000532225,0.999467775
17959,1,0.000513154,0.999486846
17981,1,0.000726571,0.999273429
18006,1,0.000946104,0.999053896
18028,1,0.007561873,0.992438127
18050,1,0.177579887,0.822420113
18197,1,0.049744231,0.950255769
18219,1,0.003980778,0.996019222
18240,1,0.000409171,0.999590829
18263,1,0.001146716,0.998853284
18286,1,0.001164876,0.998835124
18307,1,0.00039769,0.99960231
18327,1,0.00098136,0.99901864
18347,1,0.000338327,0.999661673
18368,1,0.000486257,0.999513743
18389,1,0.002402451,0.997597549
18411,1,0.000519505,0.999480495
18433,1,0.001403582,0.998596418
18459,1,0.004217426,0.995782574
18482,1,0.003157817,0.996842183
18505,1,0.009957387,0.990042613
18527,1,0.018054818,0.981945182
18550,1,0.003034917,0.996965083
18573,1,0.022689786,0.977310214
18598,1,0.275968737,0.724031263
18621,0,0.947096247,0.052903753
18646,0,0.985840615,0.014159385
18669,0,0.991595721,0.008404279
18692,0,0.996873681,0.003126319
18714,0,0.998063365,0.001936635
18735,0,0.996629491,0.003370509
18756,0,0.988682961,0.011317039
18779,0,0.996942786,0.003057214
18800,0,0.998383052,0.001616948
18821,0,0.997187736,0.002812264
18843,0,0.9976821,0.0023179
18865,0,0.997725381,0.002274619
18887,0,0.995995898,0.004004102
18908,0,0.99704019,0.00295981
18931,0,0.995433968,0.004566032
18952,0,0.983714031,0.016285969
18976,0,0.986596706,0.013403294
18997,0,0.971734482,0.028265518
19018,0,0.965650362,0.034349638
19038,0,0.913303988,0.086696012
19058,0,0.798611976,0.201388024
19078,0,0.623626178,0.376373822
19101,1,0.020986275,0.979013725
19122,1,0.000793768,0.999206232
19142,1,0.001361696,0.998638304
19161,1,0.000852648,0.999147352
19182,1,0.001282191,0.998717809
19333,1,0.000896454,0.999103546
19355,1,0.000761153,0.999238847
19377,1,0.003606835,0.996393165
19400,1,0.013312687,0.986687313
19427,1,0.127965848,0.872034152
19448,1,0.003591962,0.996408038
19470,1,0.003881561,0.996118439
19491,1,0.004316531,0.995683469
19512,1,0.00039879,0.99960121
19537,1,0.000175236,0.999824764
19558,1,0.001884005,0.998115995
19579,1,0.003245373,0.996754627
19601,1,0.005876103,0.994123897
19623,1,0.003139969,0.996860031
19644,1,0.002241826,0.997758174
19666,1,0.027786478,0.972213522
19687,1,0.01095602,0.98904398
19709,1,0.011612201,0.988387799
19734,1,0.012215746,0.987784254
19761,1,0.014734701,0.985265299
19806,1,0.016514578,0.983485422
19830,1,0.096825086,0.903174914
19850,0,0.847766435,0.152233565
19872,0,0.924485325,0.075514675
19893,0,0.987893194,0.012106806
19915,0,0.967171448,0.032828552
19938,0,0.988817042,0.011182958
19960,0,0.990099151,0.009900849
19981,0,0.991942738,0.008057262
20003,0,0.987576874,0.012423126
20024,0,0.998356668,0.001643332
20045,0,0.998455057,0.001544943
20068,0,0.998455057,0.001544943
20090,0,0.998237405,0.001762595
20111,0,0.998237405,0.001762595
20131,0,0.998130723,0.001869277
20151,0,0.998130723,0.001869277
20170,0,0.997175048,0.002824952
20191,0,0.998026996,0.001973004
20212,0,0.997606015,0.002393985
20233,0,0.995263282,0.004736718
20255,0,0.985793549,0.014206451
20276,1,0.184977519,0.815022481
20298,1,0.016696967,0.983303033
20319,1,0.031578066,0.968421934
20421,1,0.001670145,0.998329855
20446,1,0.001307566,0.998692434
20468,1,0.000203447,0.999796553
20490,1,0.000118374,0.999881626
20513,1,0.000147927,0.999852073
20536,1,0.000850052,0.999149948
20557,1,0.002046306,0.997953694
20578,1,0.002255537,0.997744463
20604,1,0.007067813,0.992932187
20626,1,0.000771924,0.999228076
20649,1,0.000197222,0.999802778
20671,1,0.000119898,0.999880102
20692,1,0.000249299,0.999750701
20713,1,0.000190163,0.999809837
20734,1,0.000160691,0.999839309
20758,1,0.003328157,0.996671843
20780,1,0.001190137,0.998809863
20804,1,0.001513563,0.998486437
20825,1,0.000420474,0.999579526
20850,1,0.000435706,0.999564294
20870,1,0.001808118,0.998191882
20890,1,0.007752432,0.992247568
20912,1,0.004368688,0.995631312
20935,1,0.053424819,0.946575181
20956,1,0.164085601,0.835914399
20977,0,0.983192738,0.016807262
20998,0,0.98637073,0.01362927
21020,0,0.964539604,0.035460396
21043,0,0.997491902,0.002508098
21066,0,0.995886251,0.004113749
21090,0,0.98948052,0.01051948
21113,0,0.959025553,0.040974447
21138,0,0.966469108,0.033530892
21161,0,0.987024947,0.012975053
21183,0,0.996338797,0.003661203
21204,0,0.992938658,0.007061342
21228,0,0.998417429,0.001582571
21253,0,0.998595469,0.001404531
21275,0,0.998534748,0.001465252
21298,0,0.997954439,0.002045561
21321,0,0.996366502,0.003633498
21344,0,0.995839331,0.004160669
21367,0,0.995839331,0.004160669
21389,0,0.995839331,0.004160669
21410,0,0.995839331,0.004160669
21511,0,0.998030373,0.001969627
21532,0,0.997911186,0.002088814
21554,0,0.997478826,0.002521174
21579,0,0.992032574,0.007967426
21601,0,0.87549516,0.12450484
21628,1,0.40142658,0.59857342
21649,1,0.248154087,0.751845913
21673,1,0.10213903,0.89786097
21694,1,0.011067301,0.988932699
21715,1,0.006922182,0.993077818
21737,1,0.002524552,0.997475448
21758,1,0.031080213,0.968919787
21780,1,0.031213692,0.968786308
21801,1,0.004641379,0.995358621
21823,1,0.003233274,0.996766726
21855,1,0.000411341,0.999588659
21878,1,0.000549853,0.999450147
21899,1,0.000372386,0.999627614
21920,1,0.000158277,0.999841723
21941,1,0.000216302,0.999783698
21965,1,0.000216423,0.999783577
21988,1,0.00021637,0.99978363
22011,1,0.001192747,0.998807253
22033,1,0.001066402,0.998933598
22054,1,0.002154043,0.997845957
22076,1,0.003414412,0.996585588
22096,1,0.050446773,0.949553227
22116,1,0.048694765,0.951305235
22135,1,0.067946954,0.932053046
22159,1,0.168892072,0.831107928
22180,0,0.918558469,0.081441531
22202,0,0.985274065,0.014725935
22223,0,0.987864456,0.012135544
22244,0,0.988387853,0.011612147
22266,0,0.997420871,0.002579129
22287,0,0.980881039,0.019118961
22310,0,0.980048946,0.019951054
22335,0,0.948844073,0.051155927
22356,0,0.963896024,0.036103976
22379,0,0.978879627,0.021120373
22401,0,0.978278863,0.021721137
22422,0,0.956484436,0.043515564
22443,0,0.974990093,0.025009907
22466,0,0.996242244,0.003757756
22489,0,0.998900827,0.001099173
22590,0,0.998579484,0.001420516
22614,0,0.996870242,0.003129758
22637,0,0.997619119,0.002380881
22658,0,0.998307472,0.001692528
22679,0,0.998927592,0.001072408
22702,0,0.997757688,0.002242312
22724,0,0.993851695,0.006148305
22747,0,0.995804257,0.004195743
22770,0,0.990250211,0.009749789
22792,0,0.991376515,0.008623485
22814,0,0.989997516,0.010002484
22835,0,0.884409462,0.115590538
22857,1,0.141061018,0.858938982
22878,1,0.027617148,0.972382852
22902,1,0.004368901,0.995631099
22928,1,0.004644994,0.995355006
22950,1,0.003156094,0.996843906
22972,1,0.003675315,0.996324685
22993,1,0.022647878,0.977352122
23015,1,0.000419112,0.999580888
23041,1,0.001445634,0.998554366
23063,1,0.004415247,0.995584753
23086,1,0.001579994,0.998420006
23109,1,0.001355532,0.998644468
23132,1,0.000455205,0.999544795
23155,1,0.001161555,0.998838445
23177,1,0.001445281,0.998554719
23200,1,0.001093973,0.998906027
23223,1,0.001057385,0.998942615
23246,1,0.00142161,0.99857839
23268,1,0.001938767,0.998061233
23291,1,0.001188655,0.998811345
23316,1,0.002597089,0.997402911
23337,1,0.003172829,0.996827171
23361,1,0.007415398,0.992584602
23385,1,0.020383281,0.979616719
23408,1,0.004509813,0.995490187
23429,1,0.060555748,0.939444252
23456,0,0.904639208,0.095360792
23514,0,0.907458627,0.092541373
23535,0,0.986472264,0.013527736
23556,0,0.995680719,0.004319281
23579,0,0.991334817,0.008665183
23725,0,0.987264931,0.012735069
23745,0,0.95738289,0.04261711
23765,0,0.965224927,0.034775073
23785,0,0.985411571,0.014588429
23807,0,0.996003934,0.003996066
23828,0,0.996578893,0.003421107
23850,0,0.99815077,0.00184923
23871,0,0.993470665,0.006529335
23892,0,0.995468175,0.004531825
23918,0,0.995935807,0.004064193
23940,0,0.994718098,0.005281902
23961,0,0.99803129,0.00196871
23983,0,0.997949823,0.002050177
24005,0,0.997647427,0.002352573
24029,0,0.975422591,0.024577409
24050,0,0.809575721,0.190424279
24071,0,0.900236846,0.099763154
24092,0,0.963233194,0.036766806
24114,1,0.156043653,0.843956347
24137,1,0.047142685,0.952857315
24158,1,0.001809096,0.998190904
24179,1,0.002214566,0.997785434
24201,1,0.000376603,0.999623397
24225,1,0.000207548,0.999792452
24247,1,0.000184371,0.999815629
24267,1,0.000289844,0.999710156
24287,1,0.001765605,0.998234395
24309,1,0.032509157,0.967490843
24330,1,0.127599664,0.872400336
24351,1,0.01223707,0.98776293
24372,1,0.003478752,0.996521248
24394,1,0.001784694,0.998215306
24419,1,0.002157609,0.997842391
24445,1,0.000725648,0.999274352
24470,1,0.000423695,0.999576305
24492,1,0.000423657,0.999576343
24513,1,0.000423657,0.999576343
24534,1,0.000314133,0.999685867
24556,1,0.003395834,0.996604166
24577,1,0.002131872,0.997868128
24599,1,0.000780625,0.999219375
24620,1,0.001096758,0.998903242
24643,1,0.001003979,0.998996021
24665,1,0.000752333,0.999247667
24686,1,0.000709305,0.999290695
24707,1,0.0084327,0.9915673
24860,1,0.072616159,0.927383841
24881,0,0.981139558,0.018860442
24905,0,0.994799544,0.005200456
24926,0,0.99214754,0.00785246
24950,0,0.990609854,0.009390146
24973,0,0.912266538,0.087733462
24994,0,0.935339356,0.064660644
25017,0,0.983304546,0.016695454
25042,0,0.871436479,0.128563521
25063,0,0.963474328,0.036525672
