"predict","p0","p1"
"0",0.988033391645128,0.011966608354871983
"0",0.988033391645128,0.011966608354871983
"0",0.9875364566683177,0.012463543331682349
"0",0.9875364566683177,0.012463543331682349
"0",0.9786824114976752,0.021317588502324774
"0",0.9782834461615595,0.02171655383844051
"0",0.9022393377701395,0.09776066222986048
"0",0.5980958874578484,0.40190411254215164
"1",0.34342344584943385,0.6565765541505661
"1",0.29827744757606367,0.7017225524239363
"1",0.3472005664009252,0.6527994335990748
"0",0.6625397791064653,0.33746022089353467
"1",0.5085305603898134,0.49146943961018663
"1",0.21199179631185305,0.788008203688147
"1",0.08372273550124432,0.9162772644987557
"1",0.09863561920295316,0.9013643807970468
"1",0.2745610839078607,0.7254389160921393
"0",0.6788259628038354,0.32117403719616455
"0",0.6195306626423622,0.3804693373576377
"1",0.18732274375021463,0.8126772562497854
"1",0.1669097201770262,0.8330902798229738
"1",0.1669097201770262,0.8330902798229738
"1",0.1669097201770262,0.8330902798229738
"1",0.18732274375021463,0.8126772562497854
"1",0.44622390179757365,0.5537760982024263
"0",0.6506728186065012,0.34932718139349883
"1",0.5064382831894041,0.49356171681059596
"1",0.5064382831894041,0.49356171681059596
"1",0.5064382831894041,0.49356171681059596
"1",0.3866395899443462,0.6133604100556538
"1",0.5190212826447032,0.4809787173552968
"1",0.44611314107381006,0.5538868589261899
"1",0.2919871174958697,0.7080128825041303
"1",0.2919871174958697,0.7080128825041303
"1",0.2919871174958697,0.7080128825041303
"1",0.2418742861139468,0.7581257138860532
"1",0.2772250756283985,0.7227749243716015
"1",0.2772250756283985,0.7227749243716015
"1",0.4282723597463308,0.5717276402536692
"1",0.4282723597463308,0.5717276402536692
"1",0.4282723597463308,0.5717276402536692
"1",0.48685138868580546,0.5131486113141945
"1",0.48685138868580546,0.5131486113141945
"1",0.48685138868580546,0.5131486113141945
"1",0.48685138868580546,0.5131486113141945
"1",0.5064183061303132,0.49358169386968676
"1",0.5178275558774548,0.4821724441225453
"1",0.5178275558774548,0.4821724441225453
"1",0.5178275558774548,0.4821724441225453
"1",0.5178275558774548,0.4821724441225453
"1",0.5178275558774548,0.4821724441225453
"1",0.5178275558774548,0.4821724441225453
"1",0.5178275558774548,0.4821724441225453
"1",0.26734453222055543,0.7326554677794446
"1",0.26734453222055543,0.7326554677794446
"1",0.3710390374552286,0.6289609625447714
"1",0.3710390374552286,0.6289609625447714
"1",0.3705066823855232,0.6294933176144768
"1",0.3705066823855232,0.6294933176144768
"1",0.3705066823855232,0.6294933176144768
"1",0.3705066823855232,0.6294933176144768
"1",0.3705066823855232,0.6294933176144768
"1",0.277613096758188,0.722386903241812
"1",0.22972239223724178,0.7702776077627582
"1",0.23012641367311326,0.7698735863268867
"1",0.23012641367311326,0.7698735863268867
"1",0.19912684985243123,0.8008731501475688
"1",0.15281760959511614,0.8471823904048839
"1",0.2557644253675907,0.7442355746324093
"1",0.31572715521754646,0.6842728447824535
"1",0.3327060188512011,0.6672939811487989
"1",0.49678791337243844,0.5032120866275616
"0",0.7291597858399943,0.2708402141600057
"0",0.6969354740152859,0.3030645259847141
"0",0.6969354740152859,0.3030645259847141
"0",0.8175304923503002,0.18246950764969982
"0",0.7352793854605911,0.26472061453940887
"0",0.7352793854605911,0.26472061453940887
"0",0.8050137746642088,0.19498622533579124
"0",0.684371531816826,0.315628468183174
"0",0.684371531816826,0.315628468183174
"0",0.8070742015376264,0.19292579846237357
"0",0.8830389056680467,0.11696109433195333
"0",0.8830389056680467,0.11696109433195333
"0",0.8490161619562122,0.15098383804378782
"0",0.9050984780951357,0.09490152190486437
"0",0.8984569609698123,0.10154303903018772
"0",0.8984569609698123,0.10154303903018772
"0",0.8446158890905822,0.1553841109094179
"0",0.8446158890905822,0.1553841109094179
"0",0.8202143974631557,0.17978560253684428
"0",0.86921142327066,0.13078857672933997
"0",0.7130127499112202,0.2869872500887798
"1",0.2614329012062807,0.7385670987937193
"1",0.41704361404096146,0.5829563859590385
"1",0.2611793309224989,0.7388206690775011
"1",0.18969185822182466,0.8103081417781753
"1",0.2817033334670964,0.7182966665329036
"1",0.26405063002373974,0.7359493699762603
"1",0.10863236861293901,0.891367631387061
"1",0.13233328991316784,0.8676667100868322
"1",0.05163533021040012,0.9483646697895999
"1",0.09049983354473168,0.9095001664552683
"1",0.39893389198654294,0.6010661080134571
"1",0.16672365444349335,0.8332763455565066
"1",0.3525409095993144,0.6474590904006856
"1",0.27301420602792037,0.7269857939720796
"1",0.2799113823346181,0.7200886176653819
"1",0.31545086647328213,0.6845491335267179
"1",0.31545086647328213,0.6845491335267179
"1",0.1448106100953792,0.8551893899046208
"1",0.1448106100953792,0.8551893899046208
"1",0.1448106100953792,0.8551893899046208
"1",0.1448106100953792,0.8551893899046208
"1",0.1266785590302122,0.8733214409697878
"1",0.1266785590302122,0.8733214409697878
"1",0.10759793786790739,0.8924020621320926
"1",0.10759793786790739,0.8924020621320926
"1",0.10759793786790739,0.8924020621320926
"1",0.24705586060140494,0.7529441393985951
"1",0.14534950614293018,0.8546504938570698
"1",0.2766069759594664,0.7233930240405336
"1",0.2766069759594664,0.7233930240405336
"1",0.2766069759594664,0.7233930240405336
"1",0.2766069759594664,0.7233930240405336
"1",0.1576943593941028,0.8423056406058972
"1",0.10330093123323181,0.8966990687667682
"1",0.10330093123323181,0.8966990687667682
"1",0.10330093123323181,0.8966990687667682
"1",0.10330093123323181,0.8966990687667682
"1",0.18184470306080247,0.8181552969391975
"1",0.18184470306080247,0.8181552969391975
"1",0.2704396334099064,0.7295603665900936
"1",0.4308794238170728,0.5691205761829272
"1",0.4308794238170728,0.5691205761829272
"1",0.4308794238170728,0.5691205761829272
"1",0.4308794238170728,0.5691205761829272
"1",0.2765859350926917,0.7234140649073083
"1",0.1908274387476273,0.8091725612523727
"1",0.1981849037098733,0.8018150962901267
"1",0.1981849037098733,0.8018150962901267
"1",0.1981849037098733,0.8018150962901267
"1",0.1981849037098733,0.8018150962901267
"1",0.16140647554057008,0.8385935244594299
"1",0.16140647554057008,0.8385935244594299
"1",0.16140647554057008,0.8385935244594299
"1",0.10831788389982788,0.8916821161001721
"1",0.10831788389982788,0.8916821161001721
"1",0.10831788389982788,0.8916821161001721
"1",0.10831788389982788,0.8916821161001721
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
"1",0.13494605503382473,0.8650539449661753
