fecha_hora,ax,ay,az,gx,gy,gz,hay_paso
1080,-0.260498046875,0.13427734375,0.892578125,3.7815523147583,-0.242335796356201,1.40188908576965,0
1102,-0.262939453125,0.1376953125,0.904052734375,3.59834671020508,-0.440809011459351,0.974408209323883,0
1127,-0.268310546875,0.13623046875,0.897216796875,3.29300308227539,-0.578213572502136,1.2492173910141,0
1148,-0.267578125,0.13623046875,0.89892578125,3.38460636138916,-0.63928234577179,1.44769060611725,0
1171,-0.27197265625,0.13916015625,0.8876953125,2.80445384979248,-1.0667632818222,0.806469261646271,0
1192,-0.267578125,0.139892578125,0.8974609375,1.90369033813477,-1.5095112323761,1.08127844333649,0
1243,-0.260009765625,0.130126953125,0.8916015625,0.865522384643555,-1.9827938079834,1.43242347240448,0
1266,-0.2607421875,0.1396484375,0.893798828125,0.789186477661133,-2.0285952091217,0.501125752925873,0
1288,-0.26220703125,0.12890625,0.894287109375,0.285369873046875,-2.68508386611938,-0.0484925508499146,0
1308,-0.261962890625,0.13037109375,0.894287109375,-0.0963096618652344,-2.71561813354492,0.867537975311279,0
1330,-0.25537109375,0.135986328125,0.906005859375,-0.264248847961426,-3.17363357543945,-0.155362844467163,0
1351,-0.254638671875,0.126953125,0.89111328125,-0.23371410369873,-3.26523637771606,-1.28513383865356,0
1401,-0.24609375,0.103515625,0.89892578125,-0.279516220092773,-3.00569438934326,-0.857652902603149,0
1423,-0.252685546875,0.105712890625,0.892822265625,0.270102500915527,-3.15836620330811,0.24158376455307,0
1444,-0.249267578125,0.116455078125,0.895751953125,0.80445384979248,-2.99042725563049,-0.521775007247925,0
1467,-0.23876953125,0.103515625,0.90087890625,1.47620964050293,-3.03622889518738,-1.22406506538391,0
1490,-0.239990234375,0.117919921875,0.900634765625,1.23193454742432,-2.65454959869385,-1.66681313514709,0
1513,-0.2470703125,0.110595703125,0.89892578125,1.27773571014404,-2.62401509284973,-1.46833992004395,0
1535,-0.24365234375,0.107421875,0.895751953125,1.49147605895996,-2.19653415679932,0.180515050888062,0
1558,-0.238037109375,0.12841796875,0.897705078125,1.44567489624023,-2.501877784729,0.317919671535492,0
1581,-0.236083984375,0.12255859375,0.894775390625,0.896056175231934,-2.16599988937378,-1.34620237350464,0
1604,-0.234375,0.108154296875,0.895263671875,0.896056175231934,-2.59348082542419,-1.98742389678955,0
1627,-0.236572265625,0.1064453125,0.8935546875,1.14033126831055,-2.12019824981689,-1.5752100944519,0
1649,-0.236572265625,0.116455078125,0.900146484375,0.926590919494629,-2.12019824981689,-2.41490483283997,0
1672,-0.23486328125,0.10791015625,0.88916015625,0.789186477661133,-2.0285952091217,-3.04085898399353,0
1695,-0.232177734375,0.11083984375,0.901123046875,0.483842849731445,-1.87592351436615,-3.16299653053284,0
1719,-0.234375,0.101806640625,0.898681640625,0.590713500976562,-1.92172503471375,-3.07139325141907,0
1742,-0.234619140625,0.101318359375,0.898681640625,0.941858291625977,-1.81485486030579,-2.43017196655273,0
1796,-0.234619140625,0.100341796875,0.903564453125,1.20139980316162,-1.63164877891541,-1.98742389678955,0
1861,-0.22802734375,0.093017578125,0.89892578125,2.42277431488037,-1.28050363063812,-0.537042140960693,0
1896,-0.216064453125,0.09619140625,0.89794921875,2.83498764038086,-0.914091467857361,-0.872920036315918,0
1920,-0.224609375,0.095703125,0.897216796875,2.97239208221436,-0.990427374839783,-1.72788190841675,0
1943,-0.228759765625,0.09375,0.903076171875,3.21666717529297,-0.654549479484558,-1.37673687934875,0
1967,-0.22509765625,0.096435546875,0.89892578125,3.30827045440674,-0.410274624824524,0.119446396827698,0
1993,-0.223876953125,0.101318359375,0.89208984375,2.97239208221436,-0.242335796356201,0.0736448764801025,0
2019,-0.219482421875,0.0908203125,0.90234375,3.537278175354,0.108809232711792,0.775934934616089,0
2044,-0.220458984375,0.098388671875,0.903564453125,3.537278175354,0.50575590133667,1.05074405670166,0
2070,-0.2177734375,0.092041015625,0.9033203125,3.79681968688965,0.750030755996704,0.837003588676453,0
3245,-0.23095703125,0.1044921875,0.900390625,2.37697219848633,-0.578213572502136,-0.0790269374847412,0
3283,-0.2314453125,0.117431640625,0.89404296875,2.60597991943359,-0.303404331207275,0.272118091583252,0
3318,-0.232177734375,0.108642578125,0.88623046875,2.34643840789795,-0.211801290512085,0.226316571235657,0
3341,-0.231201171875,0.10791015625,0.89892578125,2.65178203582764,-0.303404331207275,0.211049437522888,0
3365,-0.228515625,0.110595703125,0.896484375,2.25483512878418,-0.0591297149658203,0.211049437522888,0
3386,-0.23388671875,0.107666015625,0.905029296875,2.27010250091553,-0.165999889373779,-0.124828457832336,0
3409,-0.232421875,0.099365234375,0.90185546875,2.11743068695068,-0.0743968486785889,0.287385284900665,0
3433,-0.234619140625,0.109130859375,0.898681640625,2.3617057800293,0.0935420989990234,0.0278433561325073,0
3456,-0.230224609375,0.114990234375,0.9013671875,2.02582740783691,-0.150732755661011,-0.506507873535156,0
3476,-0.232666015625,0.108154296875,0.898193359375,1.82735443115234,-0.242335796356201,-0.827118635177612,0
3496,-0.22802734375,0.1181640625,0.891357421875,1.18613243103027,-0.425541877746582,-1.16299629211426,0
3521,-0.225341796875,0.10595703125,0.90673828125,1.20139980316162,-0.242335796356201,-1.3156681060791,0
3546,-0.228515625,0.106201171875,0.893798828125,0.957125663757324,-0.25760293006897,-2.0484926700592,0
3569,-0.237060546875,0.1015625,0.904052734375,0.74338436126709,-0.34920597076416,-2.29276728630066,0
3590,-0.228515625,0.08935546875,0.8974609375,0.926590919494629,-0.227068662643433,-1.17826366424561,0
3614,-0.226318359375,0.1064453125,0.895263671875,0.514377593994141,-0.501877784729004,-0.827118635177612,0
3639,-0.223876953125,0.090576171875,0.89794921875,0.45330810546875,-0.715618133544922,0.134713530540466,0
3661,-0.2275390625,0.094482421875,0.899658203125,0.880789756774902,-0.425541877746582,0.455324232578278,0
3682,-0.226318359375,0.086669921875,0.903076171875,1.00292682647705,-0.562946438789368,0.71486622095108,0
3704,-0.22607421875,0.0966796875,0.898193359375,1.17086601257324,-0.63928234577179,0.62326318025589,0
3726,-0.230224609375,0.099853515625,0.902099609375,1.17086601257324,-1.14309906959534,-1.16299629211426,0
3750,-0.22900390625,0.09326171875,0.9052734375,1.1250638961792,-1.17363345623016,-0.369103312492371,0
