entrenamiento_id,dispositivo_id,fecha_hora,ax,ay,az,mx,my,mz,gx,gy,gz
3,1,39919,-0.9853515625,-0.08984375,0.083984375,0.0,0.0,0.0,0.113911867141724,-0.0434961020946503,0.0720528364181519
3,2,39920,-0.295166015625,-0.15234375,0.866455078125,0.0,0.0,0.0,218.398773193359,44.4779052734375,191.806030273437
3,3,39925,-0.9951171875,0.0517578125,-0.00537109375,0.0,0.0,0.0,-0.0105150938034058,0.0565457344055176,0.0188193023204803
3,4,39930,-1.013671875,-0.0693359375,-0.0009765625,0.0,0.0,0.0,-0.00235080718994141,0.123845934867859,-0.0819033235311508
3,1,39939,-0.98828125,-0.09130859375,0.087890625,0.0,0.0,0.0,0.236049294471741,-0.150366336107254,-0.0195502042770386
3,2,39941,-0.25048828125,-0.146240234375,0.9765625,0.0,0.0,0.0,227.360595703125,44.920654296875,152.584655761719
3,3,39945,-0.99609375,0.05517578125,-0.00439453125,0.0,0.0,0.0,0.0200192928314209,-0.0350573062896729,-0.0422494113445282
3,4,39950,-1.0087890625,-0.06640625,-0.0087890625,0.0,0.0,0.0,-0.185556888580322,0.10857880115509,0.0555012598633766
3,1,39959,-0.98828125,-0.09326171875,0.08837890625,0.0,0.0,0.0,0.129179120063782,-0.241969406604767,0.163655877113342
3,2,39961,-0.221435546875,-0.202392578125,0.962158203125,0.0,0.0,0.0,233.772811889648,51.2565307617188,111.012145996094
3,3,39965,-0.99609375,0.0517578125,-0.0029296875,0.0,0.0,0.0,0.0963550806045532,-0.0961260795593262,0.171491026878357
3,4,39970,-1.00927734375,-0.06591796875,-0.00439453125,0.0,0.0,0.0,0.0129165649414063,-0.135696053504944,-0.0513689704239368
3,1,39979,-0.99169921875,-0.099609375,0.0859375,0.0,0.0,0.0,0.190247774124146,-0.165633529424667,-0.0348173379898071
3,2,39981,-0.16650390625,-0.2666015625,1.0810546875,0.0,0.0,0.0,230.612503051758,57.9588203430176,82.3403854370117
3,3,39987,-0.99951171875,0.056640625,-0.001953125,0.0,0.0,0.0,0.172690987586975,-0.0961260795593262,-0.0880509316921234
3,4,39992,-1.00927734375,-0.0712890625,0.00341796875,0.0,0.0,0.0,0.0739850997924805,0.00170862674713135,0.0402340814471245
3,1,40001,-0.98681640625,-0.0966796875,0.07861328125,0.0,0.0,0.0,0.174980640411377,-0.0129617750644684,-0.0348173379898071
3,2,40004,-0.185791015625,-0.203857421875,1.14013671875,0.0,0.0,0.0,222.47509765625,68.6611099243164,33.8365707397461
3,3,40008,-1.001953125,0.05126953125,0.0,0.0,0.0,0.0,0.157423853874207,-0.218263447284698,0.110422372817993
3,4,40014,-1.01025390625,-0.07275390625,-0.00537109375,0.0,0.0,0.0,0.0129165649414063,0.0475101470947266,0.0707684382796288
3,1,40023,-0.99365234375,-0.09423828125,0.0849609375,0.0,0.0,0.0,-0.0845613479614258,0.0175725817680359,-0.0348173379898071
3,2,40025,-0.164306640625,-0.3427734375,1.14306640625,0.0,0.0,0.0,196.795715332031,70.1878280639648,-32.7283172607422
3,3,40029,-1.00048828125,0.05126953125,-0.00146484375,0.0,0.0,0.0,0.0200192928314209,-0.218263447284698,0.110422372817993
3,4,40034,-1.01123046875,-0.07373046875,-0.00537109375,0.0,0.0,0.0,-0.1092209815979,-0.0440928936004639,0.0402340814471245
3,1,40044,-0.99658203125,-0.09716796875,0.08935546875,0.0,0.0,0.0,-0.0998284816741943,-0.0892976522445679,0.0720528364181519
3,2,40046,-0.0224609375,-0.5810546875,1.156005859375,0.0,0.0,0.0,164.291900634766,69.1191253662109,-71.079460144043
3,3,40052,-0.9970703125,0.0556640625,-0.00244140625,0.0,0.0,0.0,0.310095548629761,-0.0350573062896729,0.171491026878357
3,4,40058,-1.00927734375,-0.0703125,-0.00830078125,0.0,0.0,0.0,-0.170289993286133,0.0933116674423218,0.0860356092453003
3,1,40067,-0.99365234375,-0.09228515625,0.08544921875,0.0,0.0,0.0,0.0681103467941284,-0.211435049772263,-0.0653517246246338
3,2,40069,0.050048828125,-0.806640625,1.072509765625,0.0,0.0,0.0,121.910217285156,75.4397354125977,-74.5298385620117
3,3,40074,-0.9990234375,0.0546875,-0.00439453125,0.0,0.0,0.0,-0.132652521133423,-0.264064967632294,0.0493536591529846
3,4,40079,-1.01318359375,-0.06982421875,-0.0029296875,0.0,0.0,0.0,0.0281834602355957,0.307052075862885,-0.020834619179368
3,1,40091,-0.99365234375,-0.09814453125,0.08935546875,0.0,0.0,0.0,-0.0540269613265991,-0.0129617750644684,0.133121609687805
3,2,40092,0.1435546875,-1.060791015625,0.9560546875,0.0,0.0,0.0,58.3071708679199,73.3175964355469,-39.2168655395508
3,3,40097,-1.0009765625,0.0556640625,-0.001953125,0.0,0.0,0.0,0.310095548629761,-0.279332160949707,0.171491026878357
3,4,40102,-1.00927734375,-0.06640625,-0.00244140625,0.0,0.0,0.0,0.0892519950866699,-0.0440928936004639,-0.142972022294998
3,1,40111,-0.98828125,-0.09814453125,0.08349609375,0.0,0.0,0.0,-0.0998284816741943,-0.0740304589271545,0.117854356765747
3,2,40114,0.1259765625,-1.054443359375,0.8974609375,0.0,0.0,0.0,-3.43328857421875,58.6305770874023,-9.21686744689941
3,3,40120,-0.998046875,0.0498046875,-0.00244140625,0.0,0.0,0.0,-0.0105150938034058,-0.050324559211731,-0.149119645357132
3,4,40126,-1.0107421875,-0.0712890625,-0.005859375,0.0,0.0,0.0,-0.155022621154785,0.0780444145202637,-0.00556744355708361
3,1,40135,-0.99365234375,-0.1044921875,0.08935546875,0.0,0.0,0.0,0.0223088264465332,-0.241969406604767,-0.0500845909118652
3,2,40137,0.0927734375,-1.073974609375,0.875,0.0,0.0,0.0,-61.9676399230957,44.569507598877,16.4472560882568
