id,ax,ay,az,gy,gz,gx,my,mz,tiempo
0,-0.9921875,-0.021484375,0.0166015625,1.12152099609375,1.25885009765625,-4.70733642578125,0,0,0,2812
1,-0.9970703125,-0.01220703125,0.02783203125,1.40380859375,1.19781494140625,-5.53131103515625,0,0,0,2837
2,-0.9853515625,-0.02099609375,0.037109375,3.31878662109375,1.40380859375,-6.32476806640625,0,0,0,2861
3,-0.982421875,-0.02783203125,0.021484375,3.97491455078125,1.6937255859375,-6.3629150390625,0,0,0,2885
4,-0.9921875,-0.02392578125,0.029296875,3.70025634765625,1.861572265625,-6.44683837890625,0,0,0,2909
5,-0.98486328125,-0.032958984375,0.01953125,4.35638427734375,2.00653076171875,-6.50787353515625,0,0,0,2933
6,-0.988037109375,-0.046875,0.019775390625,4.18853759765625,1.77001953125,-6.11114501953125,0,0,0,2957
7,-0.9873046875,-0.0390625,0.016845703125,2.7923583984375,1.47247314453125,-5.55419921875,0,0,0,2981
8,-0.9931640625,-0.032470703125,0.023681640625,3.0670166015625,1.556396484375,-5.0201416015625,0,0,0,3005
9,-0.989990234375,-0.03466796875,0.0263671875,4.1656494140625,1.70135498046875,-4.70733642578125,0,0,0,3029
10,-0.986572265625,-0.036376953125,0.028076171875,3.8299560546875,1.74713134765625,-4.3182373046875,0,0,0,3053
11,-0.984375,-0.03271484375,0.023193359375,3.85284423828125,1.86920166015625,-4.241943359375,0,0,0,3077
12,-0.99267578125,-0.0400390625,0.016357421875,4.05120849609375,1.9989013671875,-4.17327880859375,0,0,0,3101
13,-0.990234375,-0.038818359375,0.023681640625,3.68499755859375,1.861572265625,-3.91387939453125,0,0,0,3125
14,-0.987060546875,-0.04443359375,0.009033203125,3.1280517578125,1.94549560546875,-3.10516357421875,0,0,0,3149
15,-0.98583984375,-0.01220703125,-0.00537109375,3.35693359375,2.38800048828125,-2.22015380859375,0,0,0,3173
16,-0.985107421875,-0.02001953125,0.01904296875,4.31060791015625,2.18963623046875,-2.8839111328125,0,0,0,3197
17,-0.984619140625,-0.022216796875,0.040283203125,3.79180908203125,2.34222412109375,-4.09698486328125,0,0,0,3221
18,-0.98193359375,-0.01513671875,0.04248046875,5.2490234375,3.0670166015625,-5.37872314453125,0,0,0,3245
19,-0.98291015625,-0.035888671875,0.009033203125,6.8817138671875,3.3111572265625,-5.7373046875,0,0,0,3269
20,-0.9931640625,-0.052978515625,0.01708984375,5.19561767578125,2.92205810546875,-5.21087646484375,0,0,0,3293
21,-0.987060546875,-0.030517578125,-0.00537109375,4.5623779296875,2.685546875,-4.93621826171875,0,0,0,3317
22,-0.9931640625,-0.024658203125,0.022216796875,4.41741943359375,2.2430419921875,-5.5999755859375,0,0,0,3341
23,-0.989990234375,-0.025634765625,0.032470703125,5.4931640625,2.532958984375,-6.50787353515625,0,0,0,3365
