fecha_hora,roll,pitch,yaw,ax,ay,az,gx,gy,gz,hay_paso
233,0.0,0.0,0.0,-7.534734066477296e-05,0.00015878913840519006,-0.00013071687215926168,0.006035233853526748,-0.003207569928168709,-0.0032532758259521985,0
255,1.0605841328267251e-05,-1.3466807953483275e-06,2.421064683123241e-06,-0.0007672138491138824,0.0015963071622103683,-0.0014213297428956053,0.06541367597940925,-0.03738294268617605,-0.02884918301855311,0
276,0.00012508399498537085,-1.3204485993877606e-05,2.8663195570853613e-05,-0.0037284256203098417,0.007785869714219529,-0.007565098032919056,0.34377681584576736,-0.21276950437083003,-0.11815196713192133,0
299,0.0007274971533874655,-6.147762983501381e-05,0.00016047442207496314,-0.011601166332715003,0.024991078502676844,-0.026586907065694363,1.1753058510389582,-0.7954057462013526,-0.3100127995290756,0
319,0.002808627926465401,-0.00018856626865334296,0.0005692315539002701,-0.026222872318169377,0.06054341431100868,-0.07023658715029121,2.9540793281828988,-2.2178003522582705,-0.6590712443198711,0
339,0.00816935129093611,-0.00046707866016681916,0.0014469781233099677,-0.046467727100691206,0.12009167467465437,-0.1504005627782073,5.829065053171876,-4.965650829264828,-1.4428708140362618,0
361,0.019238714675655823,-0.0011123944330311436,0.0028264728133937317,-0.0683408194755632,0.20515708605386565,-0.2743054787699735,9.359819925841522,-9.377358985569368,-3.454461518185384,0
382,0.038429081212131413,-0.002726933560027924,0.004438674852353647,-0.0877326312921827,0.31072800082611884,-0.44080787330952476,12.379061162124474,-15.45930093129896,-7.925291000562684,0
406,0.06723761368518616,-0.006503876010365882,0.005778534208633043,-0.10316069769450294,0.4233401526113324,-0.6388028689826508,13.209620370658293,-22.789799337051875,-15.785531011928246,0
427,0.1054755118362244,-0.014089688032194953,0.0063616625952677575,-0.11582579766159863,0.5218958891604404,-0.8479654420748136,10.197212818933851,-30.526140842070145,-26.656236681255788,0
450,0.15098153766906103,-0.026982321530917088,0.005966640659579092,-0.1272055852827991,0.5826246112172119,-1.0421394905427563,2.36911478424741,-37.51518876787489,-38.42171675149405,0
472,0.19998794238383874,-0.04572168507445262,0.004683961565162327,-0.1368620833680731,0.5866729248020871,-1.195230687308498,-10.041167431645828,-42.51697183673255,-47.88855606896662,0
496,0.24804391943468052,-0.06936120369895715,0.002808184195530295,-0.14271942333248916,0.5267756175724401,-1.2880269946100813,-25.43385743796419,-44.52151744731822,-52.19703364818792,0
516,0.29117178519929093,-0.09557076347467863,0.0007799331489367081,-0.14350927269578026,0.4098628387224643,-1.3134806406694772,-41.14350960278599,-43.06959167600418,-50.08676011178066,0
536,0.3268387693314699,-0.1213270540013341,-0.0006907179787001374,-0.14107445876051908,0.25484132740622484,-1.2786020050241764,-54.11432392651749,-38.44267045851878,-42.271590441432615,0
