fecha_hora,roll,pitch,yaw,ax,ay,az,gx,gy,gz,hay_paso
233,0.0,0.0,0.0,-1.1022239542225774e-05,-1.584446934194955e-05,-0.00018367528862162167,-0.012340774947464533,-0.0029113997137716237,-0.0020955200408817342,0
255,-1.2606792261139157e-05,-1.0476339148527599e-06,3.7275857781502153e-06,-0.00011005996212621984,-0.00018649335805370494,-0.0019854330225522808,-0.13237576407843818,-0.03034085620249205,-0.022685419294551513,0
277,-0.00015035630153594672,-1.2400183384806692e-05,4.071770510093586e-05,-0.0005303756799054424,-0.001074814464913281,-0.010451584501664798,-0.6886518551453695,-0.15193829593260363,-0.11992021379832035,0
298,-0.00088266620534178,-7.251150775398222e-05,0.00021742459438541293,-0.0016803821616924828,-0.004085118488057068,-0.03611359995836281,-2.338243147579521,-0.49127183512584627,-0.4165209265948703,0
321,-0.003432638667909424,-0.000281920571441679,0.0007669373218565431,-0.004060640130003369,-0.011627499244133092,-0.0931790839175092,-5.884915755331268,-1.1632302765945004,-1.0748077606479396,0
342,-0.010040007765934823,-0.0008254815906797487,0.0020413317569218823,-0.008267481319533648,-0.02664389566081134,-0.1934401745890148,-11.80896483069566,-2.1670990463645805,-2.1933709216972495,0
369,-0.02375116915721519,-0.0019479885070653308,0.004442454851718665,-0.015157741288767575,-0.05150939890729627,-0.3392640260442815,-19.80028040012904,-3.3262696453480065,-3.6453996125673336,0
390,-0.04765699288233049,-0.0038580571683377004,0.008352453565976534,-0.025808236479839788,-0.08679384500326595,-0.5197933575292845,-28.615926166814415,-4.336419460558556,-4.952481978008205,0
413,-0.08385796764572188,-0.00657712601671614,0.014106727054910352,-0.04085343671691274,-0.13050531281043679,-0.712233674906878,-36.350910009500254,-4.894140643545762,-5.33131038113794,0
434,-0.13260477629244447,-0.009808511070198877,0.021979190521664603,-0.05939092770831078,-0.17817642519660032,-0.8876007872940322,-40.975940048594424,-4.819869947490565,-3.978014660351307,0
459,-0.19196920317333116,-0.012927239895921264,0.03212227575485056,-0.07825539595949293,-0.22375919464333313,-1.0187447537688374,-40.90652108311191,-4.1001472044959675,-0.4810285036171742,0
481,-0.25815519239180434,-0.015144542935057697,0.04445233337739021,-0.09241774655542394,-0.2610081907624831,-1.0878098528237836,-35.404489253516644,-2.8322711877078874,4.870387053342547,0
500,-0.326311277694341,-0.015803464682713934,0.0585434674345143,-0.09661818257264643,-0.2849182813655676,-1.0906193198680856,-24.7075778685871,-1.1160487475956362,11.073693085158808,0
520,-0.39155323637758854,-0.0146818351637623,0.0736248231687791,-0.08759348925932195,-0.29278400756139844,-1.0367769097391069,-9.887893057003124,1.033166292455027,16.724753395940123,0
541,-0.4498817446033702,-0.01216532643773306,0.08874219942926173,-0.0658254944513101,-0.2845080108772297,-0.9459265069887534,7.473898020379068,3.6948110433395085,20.523760294177247,0
563,-0.4987636913565167,-0.009205840035772026,0.1030647857413686,-0.03583186504220389,-0.261982611272127,-0.8417797465794795,25.67126206295762,6.976968445122918,21.76910186791132,1
584,-0.5372811435551355,-0.007067084021338628,0.11623744948574309,-0.004434453535546581,-0.2272655570929642,-0.7459455570777797,43.19174520032838,10.928284262218714,20.62543875128728,1
605,-0.5658640201146402,-0.006944949762904134,0.1286372490914108,0.02303709576275455,-0.17900728439210248,-0.674555515396687,58.85930501090463,15.480464097781434,18.005492245922397,1
626,-0.5857067430226698,-0.009605843933507354,0.14139055433575057,0.04672206842784349,-0.10985304699902712,-0.6416560753869582,71.66193066340881,20.381265187343626,15.01876902381713,1
647,-0.5981407482333524,-0.015202983380885738,0.15602829660651232,0.07181998454771006,-0.012434875705585909,-0.6668752153391262,80.26793167583298,25.04424269230949,12.175599255878295,1
671,-0.6044139316492488,-0.02338492211206793,0.17377224410332517,0.10178045026246116,0.10613625625076328,-0.7734367452034335,82.6601398887128,28.46782280219595,8.986179500283045,1
692,-0.6060885860287561,-0.033617403317297984,0.19476154089391,0.13119792003250946,0.2178953386326856,-0.9692414052953431,76.52352941608933,29.542219220816047,4.620483899745587,1
715,-0.6056308288197837,-0.04541118391215579,0.21779992438554757,0.14681862820390784,0.28798947427795096,-1.2277393079621937,60.46829610374594,27.696097303270797,-0.8488190902304693,1
736,-0.6065160098127701,-0.058263310180306706,0.24091906487810627,0.13648799481533566,0.29678660010642893,-1.4899763843054343,35.34322028821177,23.361749647585725,-6.029438452740419,1
757,-0.6126436070392538,-0.0715198647219708,0.2623682723975139,0.09771629546161936,0.25004282723582566,-1.6875154030939519,4.699182904564792,17.864978371055127,-9.068060175000943,1
784,-0.6273990341684729,-0.08446359100905249,0.2813645419052623,0.03949768968174552,0.1727015770777248,-1.769687956043858,-25.986850580821027,12.851939746777875,-8.795376199489798,0
805,-0.652820777630648,-0.09660908854767661,0.29827752059799667,-0.022052165558515583,0.09540761500087903,-1.7209047999966178,-50.97440136962108,9.639078957952746,-5.222905582174505,0
829,-0.6891685914301663,-0.10795262649457293,0.31433836169687823,-0.0703043246967231,0.04283893638409209,-1.5628050687944839,-66.03051825352111,8.801124575805337,0.6355090335951356,0
850,-0.7349826494008584,-0.11900572878711192,0.33110959684946945,-0.09370206966702649,0.027481384265916266,-1.343444714716812,-69.58957944322178,10.106314567286274,7.235336215195984,0
873,-0.7875602830300629,-0.13062642241052602,0.3499306791717405,-0.0886452763294991,0.0487564687421274,-1.1199293778252986,-62.95751762725041,12.731629661212024,13.012901773939916,0
901,-0.8436734993010349,-0.14375145734354944,0.371503339769758,-0.059340060330431314,0.09617033570688016,-0.9414845069577136,-49.62536875669687,15.603581329526754,16.81914335034311,0
930,-0.9003069968324493,-0.1591277352715479,0.395719514245694,-0.015286901319988928,0.1546583615334184,-0.8378226312973969,-34.02926403748068,17.715935821055236,18.171175393471778,0
958,-0.9552144297540022,-0.1771110815739963,0.421743852733187,0.03228723035930409,0.2099909421306413,-0.8148399502260246,-20.200948578129385,18.34637609566504,17.25959782230809,0
997,-1.007166056619453,-0.19757581499339694,0.4482783506067112,0.07361420289116215,0.25246886839580746,-0.8574463762745309,-10.723722121089374,17.166695697332642,14.748310016758369,0
1204,-1.0558709925369836,-0.2199544681015736,0.4739021753604927,0.10228322594834444,0.2781636578387631,-0.9376197860463678,-6.273008621197073,14.263317862707538,11.476121350761698,0
1225,-1.1016659094921906,-0.24339446805311185,0.4973873322292176,0.11575055207764821,0.2880047138042348,-1.0245302360333315,-5.815527549971231,10.070383379285373,8.173292127591523,0
1245,-1.1451317182110272,-0.2669811251846688,0.5179119693140298,0.11481812572027475,0.2856465738284261,-1.0934344048415796,-7.323198073021598,5.2191204864908,5.270538722087471,0
1264,-1.1868021423916066,-0.2899521471785455,0.5351261356115309,0.10260498888747804,0.2752983032826008,-1.1310162746517527,-8.68613645976513,0.34044719230123993,2.8545000946172703,0
1288,-1.2270530070835897,-0.31183337079518997,0.5490808825829064,0.08351590617164649,0.2605039759308994,-1.136217939984332,-8.451755106121508,-4.112774000212415,0.7853723871398619,0
1334,-1.266142611718321,-0.3324575143399027,0.560088840915866,0.06226959058666515,0.24407821637878505,-1.1171371118421094,-6.133907973228574,-7.958831759887257,-1.1062547012249968,0
1354,-1.3042933069679978,-0.35187667897866065,0.5685968331928266,0.04269347440182271,0.22849764009874302,-1.0860540860512917,-2.075511235162486,-11.258386913661534,-2.888548871183234,0
1377,-1.3417179541345319,-0.3702272534111864,0.5751104877578247,0.026473940869400407,0.21590121258800027,-1.0549811683991452,2.9503728622960566,-14.178130210384877,-4.527561822915761,0
1409,-1.3785705390297516,-0.3876247826961055,0.5801604900992119,0.01267263248860603,0.20758319854648574,-1.0329106333492541,8.162039669843809,-16.824975939497353,-5.951669072152153,0
1431,-1.4148634777368936,-0.4041366749868641,0.5842823559629536,-0.0014630448362638758,0.2035761792969411,-1.0245612191149116,13.047172354367362,-19.151712330277807,-7.089686699050404,0
1452,-1.4504076144897338,-0.41982271644551294,0.5879956954085389,-0.018720340453029432,0.20282043091023436,-1.03007920787265,17.442460775392043,-20.977186223045,-7.859568331290344,0
1474,-1.4848118749417183,-0.4347969568775172,0.5917826071102927,-0.0401556132341816,0.2038742936743141,-1.0455999010350303,21.437525586164618,-22.07669742794581,-8.1541964727994,0
1523,-1.5175582206835874,-0.4492708254336646,0.5960622537773947,-0.06441303251145256,0.2060204442245931,-1.0649642593229982,25.152776703526552,-22.273786171031333,-7.873618845109299,0
1547,-1.548151300657814,-0.463557479741172,0.6011606096075309,-0.08842072407669371,0.21052116478403274,-1.082454931671394,28.443012608565652,-21.510128318233246,-6.992891034813762,0
1570,-1.576333905584237,-0.4780280668128655,0.6072871066313926,-0.10865805385779446,0.2208165808209092,-1.0953214278113743,30.61800580243253,-19.898925612653414,-5.615678513098638,0
1596,-1.6023587138559214,-0.4930289737582446,0.614517442445359,-0.12209515108989641,0.24021283120937967,-1.1044442393584408,30.37040334150652,-17.73820326311978,-3.9970502290071663,0
1617,-1.627271928525381,-0.5087993439001057,0.6227421674564158,-0.12680072586640184,0.2677398253964641,-1.112625188765294,26.1134405063948,-15.443581385177358,-2.551743611750794,0
1640,-1.6530767730024654,-0.5254332687966339,0.6315399890224072,-0.12259728158899155,0.29521967876202837,-1.1217553325146568,16.70373437560862,-13.408234421274324,-1.8223741700776015,0
1661,-1.682596586472643,-0.5428988463248007,0.6400110913025275,-0.11157612832324997,0.3082642755167188,-1.1308634210695716,2.207961356846547,-11.857709720330702,-2.329591026556413,0
1688,-1.7189456828538012,-0.561095843895598,0.646701363963991,-0.09785079542528034,0.291335400231762,-1.136280430532503,-15.726875194301085,-10.774753629394102,-4.285936367715933,0
1708,-1.7647091672948008,-0.5799310353186998,0.6497613788833849,-0.08626584422701065,0.23446625136827554,-1.1336287636017905,-34.140404741474065,-9.929274918706552,-7.315321756759827,0
1728,-1.82111125582744,-0.5993952956262061,0.6473657569207324,-0.08046050357298283,0.13830829545514423,-1.1201533111953734,-49.573351414318005,-8.994425496016245,-10.411321055428834,0
1752,-1.8875090557692165,-0.6196169094233065,0.6382308047433904,-0.08117447164784226,0.015043928089341655,-1.0958785200144103,-59.08238514182422,-7.687740217431205,-12.261392825917266,0
1773,-1.9614429011267351,-0.6408524750028223,0.6219517217808269,-0.08573394004333895,-0.11524753325300262,-1.0631444415817388,-61.04436268753308,-5.868672097700623,-11.822527676162998,0
1795,-2.039249182468139,-0.6633878279783877,0.5989469664034272,-0.08914724474783195,-0.23103411575025756,-1.0252190492706514,-55.47349308593207,-3.5545592033786813,-8.84205534468065,0
1815,-2.1170120811313895,-0.6873666542156298,0.5700247873057724,-0.08636683555438478,-0.3157234251618995,-0.9850446326717578,-43.809341220632476,-0.8642238931958609,-4.021433793144535,0
1838,-2.191512689985932,-0.7126202849028959,0.5358291778037131,-0.0746207143144045,-0.361534436952284,-0.9447786897933147,-28.33602727235816,2.0651428776978022,1.2780767359186724,0
1859,-2.260866012511593,-0.738593867678624,0.4965212962129018,-0.054707441710471066,-0.369830552229025,-0.9060791519922948,-11.483442653288362,5.135014090624896,5.629523404496355,0
1881,-2.324671401173844,-0.7644257449747496,0.4519326343048644,-0.030710450334573574,-0.34849022052495665,-0.8705432036689992,4.76063264683821,8.288931153171433,8.12823472712553,0
1915,-2.3836754670957947,-0.7891607054669643,0.40214029987981065,-0.008366828289078187,-0.30792194964759695,-0.8396736799901251,19.18988014627323,11.474420795224859,8.708118784628928,0
1938,-2.4391104091039812,-0.8120152591672242,0.34813994016594546,0.00710273332250206,-0.25723479673935257,-0.8144592943825621,31.440521152892753,14.606476878176236,8.105918066514805,0
1959,-2.491969924399619,-0.8326048887611918,0.2922171863460604,0.012426292273332263,-0.20066549178829424,-0.7963774224978016,41.797346530453176,17.56523431456999,7.556387464405668,1
1981,-2.542481230494823,-0.8510713031584782,0.23778782024671066,0.005453727015302953,-0.13450554070963044,-0.7915060140515991,50.735218979941976,20.191670458182568,8.2368721660107,1
2004,-2.589956365175979,-0.8680208516383161,0.18875263042178278,-0.01693695922608491,-0.04906986704746583,-0.8131951514953629,58.230355668846556,22.24865911409203,10.46325430652739,1
2026,-2.6331168541726924,-0.8841540516209796,0.1485825814068166,-0.0573655885188948,0.06047110037255344,-0.8748892657571083,63.16916887095341,23.47252585008804,13.179635273777544,1
2050,-2.6708640506137193,-0.8997018652637911,0.11935775512112658,-0.11167080774091517,0.18318192366266617,-0.9759170193392809,63.41943737438822,23.824602106045347,14.564896791664095,1
2071,-2.7032232166846537,-0.9141513409615218,0.1010241766567477,-0.165238070609422,0.2948997164070034,-1.095317526712488,56.7895288374471,23.71264185056924,13.461140719323126,1
2098,-2.7318950421687207,-0.9265934285853422,0.09125654039193952,-0.1981548201187955,0.37189999009582264,-1.2008716926617453,42.37293743867274,23.845541105290987,10.212918270776692,1
