fecha_hora,roll,pitch,yaw,ax,ay,az,gx,gy,gz,hay_paso
218,0.0,0.0,0.0,-0.0006351565536207602,0.0008301124155238786,-0.0010619238908963144,0.01939098793567169,0.010258276709813958,0.02307778174981776,0
240,1.5175398797330785e-05,1.0470119895000083e-05,9.380893397804922e-06,-0.0072260188590982394,0.009513936399018126,-0.011535902486244478,0.2082818201058931,0.11194275241086131,0.22796559236168748,0
261,0.00017880005977690452,0.00011503463326795105,0.00011164364135495957,-0.039264793298758385,0.0525681513451347,-0.06091948962388343,1.088234701802249,0.593509950277773,1.0649756153534173,0
283,0.0010389285924366698,0.0006116424030482636,0.0006524527395269357,-0.13684802809690244,0.188209119614339,-0.21091656612346052,3.7250394991662366,2.0579555691929428,3.1573656444300844,0
306,0.0040094122121053155,0.0021212175700857532,0.0025181168105797387,-0.3471685431270131,0.4958228723145578,-0.5453919664606423,9.494529128441892,5.297804436361741,6.742868972356199,0
327,0.011672334071522664,0.005468999804465433,0.007281133772988674,-0.6900961931785083,1.0353112307948924,-1.1370812669013373,19.398623643003003,10.87823871212688,11.187089537064516,0
348,0.02757101252493326,0.01134295900935838,0.01694919585866755,-1.1285388846747861,1.8009872457626475,-2.010735056937613,33.33162278817721,18.644985703416804,15.218454586741629,0
375,0.05540767345132515,0.020002585546410063,0.0332833300982556,-1.5696281628672588,2.7032886348320027,-3.1229966947736303,49.764252416785624,27.498741074259225,17.77629428966284,0
396,0.09792116858857874,0.03128280857786852,0.05695912853071946,-1.8976808011918473,3.5892806376482467,-4.36621206062563,66.01392401899719,35.643467606997646,18.780117927716734,0
419,0.15589396498042754,0.044880703897791245,0.08698188480559349,-2.0197977314796054,4.289845039153133,-5.593513467004404,78.97020488103296,41.21838826890803,19.270775560255466,0
440,0.22767356695747823,0.06071031360662891,0.12066589262553906,-1.9015803616187732,4.672833623732445,-6.656136485476053,86.01267414608837,42.985327239975625,20.822430969905913,0
465,0.30938873906325703,0.07907142699906046,0.154238202261815,-1.578016960075544,4.682167686990181,-7.439907397427781,85.80797176870702,40.74295786866169,24.578780902585834,0
487,0.39579279279620366,0.10050157347986026,0.18385503494951913,-1.1376058803335651,4.3504015062114485,-7.889719069303159,78.67860523729999,35.32650800816,30.522936514444073,0
507,0.4814481984710364,0.1253960099443446,0.2066444532416946,-0.6897619533654048,3.7839527750983732,-8.016712412987316,66.39235228613951,28.251744973268792,37.4130127135541,0
526,0.5618623780894454,0.1536270289230218,0.22139127722808952,-0.33046598564082635,3.1294517666007153,-7.88832213177521,51.493676487526855,21.180614271044867,43.363886952945755,0
547,0.6342432332624894,0.1843750149632275,0.22864787080353768,-0.1183729476869325,2.5337820074804744,-7.605653438196481,36.495772520817916,15.415489984517494,46.70917985115549,0
569,0.6977218041073381,0.21624906349080836,0.23029101248715303,-0.06682165728998977,2.1100360117934462,-7.275758531150085,23.255846840127532,11.585805103674733,46.69993005007562,0
590,0.7530871914845685,0.24762776504358333,0.22874277023319,-0.1506583182606874,1.9174824930487866,-6.986805257267032,12.715830843056546,9.598178196684396,43.73571202456967,0
612,0.8022128397605649,0.27706181680825004,0.2261675832146392,-0.3227136936039932,1.957674873032177,-6.792038952474757,5.013713001206549,8.814459260790525,39.07348072477129,0
632,0.8473957578008497,0.3035733822219701,0.22392907738628523,-0.533093296662482,2.183975722106884,-6.7051606318213155,-0.17030461403735825,8.345935282212093,34.20876889840798,0
653,0.8907960489660633,0.32675132475985386,0.2224552824540508,-0.7446751571535586,2.519842110621784,-6.7057652456205545,-3.2375564113565525,7.337013291992653,30.240984620297382,0
677,0.9340810050863608,0.34663670193156054,0.22148525409727346,-0.9400604172638175,2.881130596848237,-6.750810012402709,-4.44270964624825,5.158051700166754,27.462441919883176,0
698,0.9782817504306301,0.36347208249174484,0.22054065239499707,-1.1185746091378082,3.197089193282989,-6.78921517241694,-3.875487252832738,1.5059100663107141,25.291198145387746,0
721,1.0238126742318756,0.37743586214101754,0.21941038582662514,-1.286673769179596,3.4243616801517347,-6.7784309049384746,-1.584488273379891,-3.541007958070643,22.6126533938815,0
742,1.07060677458301,0.3884970773701865,0.21843351700920058,-1.4488379654197197,3.5508537775587548,-6.699194136033041,2.2690318187108938,-9.504159086941481,18.45110058014702,0
768,1.1183312017685128,0.3964740085866581,0.2184416895270998,-1.6047368203603831,3.5906081950027455,-6.561498330327482,7.297495014872447,-15.58393188008991,12.60812200538611,0
791,1.1666146354980826,0.4012533141976807,0.22040745896024488,-1.7526211776186948,3.5734786389179822,-6.39824000418818,12.840787232647111,-20.877309436073947,5.8165948447809575,0
813,1.2151822856868597,0.40301665587411845,0.22503556493123236,-1.894189355676535,3.5337077526516074,-6.250874218384483,18.010487630969703,-24.66047781676305,-0.715545009204668,0
835,1.2638293967084795,0.4023309331840534,0.23256312625424908,-2.0362304077907307,3.500498880117708,-6.155121658820266,21.840492683268344,-26.590783537858023,-6.055543741701188,0
856,1.3122634964110298,0.40006855933655544,0.24287643910003945,-2.187620770936008,3.491917582212978,-6.131657638927581,23.51131664277913,-26.734209519025107,-10.107213449556628,0
881,1.3599275999523437,0.3972303317922894,0.25584133440901535,-2.3538071940090886,3.5124273002568502,-6.182022755097953,22.554409929572223,-25.434812797812494,-13.673887202315933,0
909,1.4059179166265918,0.394775267388848,0.2716273162242901,-2.5326336226581874,3.5546804164581234,-6.288747147176761,18.94720921623354,-23.115378498985052,-18.052534232069096,0
937,1.449043274817741,0.3935265867782123,0.2908407379425757,-2.7139128133133625,3.6055197817079003,-6.4200374024764075,13.093657634051103,-20.11155279900668,-24.453250167186706,0
968,1.4880040833869592,0.3941633665628666,0.31441836808355816,-2.8818480650596876,3.653514230866917,-6.5394138784041,5.740307418795032,-16.61878008958351,-33.54125401119126,0
1187,1.5216371888043643,0.3972576603790876,0.3433499004097508,-3.0178459659436037,3.6937006252047673,-6.617587939104822,-2.1778003523044553,-12.780686442246575,-45.188454602375224,0
1210,1.5491606277704366,0.40329406176576654,0.37831862204263156,-3.1024585061656578,3.726547245476253,-6.639869012969924,-9.824892065059865,-8.868942856358288,-58.361347287004065,0
1230,1.5703373026482972,0.4126205204878596,0.41931477200095807,-3.1171493338307923,3.7518637168521973,-6.60334293883665,-16.83958526747906,-5.42642302153195,-71.12745965405554,0
1250,1.5854903186738627,0.42532698733795055,0.4652806162977028,-3.0476583336721363,3.76290649711991,-6.506851507275716,-23.546808814913184,-3.2269933580315504,-80.910017821342,0
