fecha_hora,roll,pitch,yaw,ax,ay,az,gx,gy,gz,hay_paso
218,0.0,0.0,0.0,-0.00035753389515094853,0.0005538675369968451,-0.0005549008719539288,-0.023322125102486893,-0.006959975801997413,0.003288233627571798,0
240,-2.7748746663116705e-06,1.4209354629330425e-06,1.7565531052588474e-06,-0.0037889163723020328,0.006044274320817582,-0.005936671163219094,-0.2518376840012759,-0.07192326247841431,0.03815998158890614,0
262,-3.166321674330312e-05,1.802680433538551e-05,2.1441640161134836e-05,-0.019459048573780714,0.03214942223055736,-0.03075618971355697,-1.3234388840637659,-0.35576207003579113,0.2180945670594172,0
282,-0.00017694282576682265,0.00011362161642614295,0.00013014606043261593,-0.06529103940745151,0.11244040671007058,-0.10393636454082966,-4.555668002706766,-1.1278408532072453,0.825906255275162,0
305,-0.0006502648932926913,0.00047832121257029527,0.0005295841383066534,-0.1629289802792744,0.29458168827687725,-0.26085464776716466,-11.654332677312398,-2.5826759737958893,2.344924007420061,0
325,-0.001773606603076399,0.0015219190285437234,0.0016411255127852086,-0.326100243406345,0.62401854731803,-0.5253687067918481,-23.77367869022184,-4.536960214671124,5.338584464127189,0
347,-0.003816182059342473,0.003919129965048235,0.004161231347127943,-0.5499063453308409,1.1239610440254726,-0.8957315236985846,-40.371817220244324,-6.251656121229417,10.165128561812173,0
367,-0.006652665661463603,0.008534927898076238,0.009033657661590604,-0.8073187331235122,1.7812038290933818,-1.3441366637144017,-58.579922172518316,-6.559732909902851,16.681672335543308,0
388,-0.00933334426608037,0.016225196793015283,0.017312353817426084,-1.0535680081195438,2.540597343433368,-1.8254325382399994,-73.56379136467235,-4.230796983976851,24.167339982179893,0
413,-0.00976153710681154,0.027608324548652544,0.02993617457071284,-1.235976796974331,3.306741018974653,-2.28520745763798,-79.75007039189654,1.6826757028497104,31.53616201391734,0
434,-0.004669508149761098,0.04293507856374167,0.04749314045949398,-1.3066082285470884,3.9522852161920343,-2.6645081825854273,-72.21051637615984,11.767242019467483,37.64903622205579,1
456,0.010042467759740707,0.06210587125585798,0.07011649895867238,-1.2376743726387418,4.338647729308283,-2.909307485158001,-47.49128968427072,26.469514176210687,41.465905249177965,1
480,0.03871307450282549,0.08478084910630941,0.0976746349877208,-1.0452730783984603,4.359017770008707,-2.9942957007038995,-3.8880203773369733,46.17937190232233,41.992030435738954,1
502,0.08530942678075214,0.1104704341748971,0.13022853026316852,-0.8188252101232166,3.9893580349634936,-2.9480448597532725,58.15046690108026,70.45530081689971,38.118568921484396,1
522,0.1529709063527595,0.13842333654449618,0.16840633753041312,-0.7226321063881983,3.3016272725544056,-2.8479819561783435,134.98101356279224,96.53457888782121,28.468523536568366,1
542,0.24357207506617526,0.16716680581839688,0.21331554779069942,-0.9346248613460892,2.426739056469137,-2.7836602938375794,218.49350321696613,118.76981089250256,11.759572323555394,1
565,0.35697171480837836,0.1940081677341475,0.26594306739339785,-1.5486063533699828,1.5171896608043873,-2.8218079089477364,295.9709602642496,130.41494266786492,-11.753517856656796,1
587,0.48997459634940393,0.21528122073360006,0.32626886231162644,-2.511437264109142,0.7412350950871688,-2.991781291913,352.4314313270166,126.93204697171153,-38.6984251128193,1
